Solution, Clauses Satisfied,Function Evaluations,Time (seconds)
"[False, True, True, True, True, True, True, True, True, False, False, False, False, False, True, True, True, False, False, True, True, False, False, False, True, True, True, True, False, False, True, True, True, True, False, True, False, False, True, True, False, False, False, False, True, True, True, True, False, True, True, False, False, True, False, False, True, False, True, False, False, False, True, True, True, True, False, False, False, True, True, False, False, True, False, False, True, False, True, True, True, True, False, False, False, True, False, True, False, False, True, True, False, True, False, False, False, False, True, True, True, False, False, True, True, True, False, True, True, True, True, True, False, False, False, False, True, False, False, True, False, True, True, True, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, False, True, False, False, True, False, False, False, False, False, True, True, True, True, True, True, False, True, False, False, False, False, False, True, False, False, False, False, False, True, True, True, False, False, False, False, False, True, False, True, True, True, True, False, False, True, True, True, False, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, False, False, True, False, False, False, True, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, True, False, True, False, True, True, False, True, True, True, False, True, True, False, False, False, True, False, False, False, True, True]",1042,1114,0.14900994300842285
"[True, True, True, False, True, False, False, False, True, True, True, False, True, False, False, True, True, True, True, True, False, False, True, False, True, False, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, False, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, True, True, True, True, True, False, True, True, True, False, False, False, False, True, False, True, False, True, False, False, False, True, True, True, True, True, False, False, True, False, False, True, True, False, True, True, True, True, True, False, False, False, True, True, False, False, False, False, False, True, False, True, False, True, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, False, False, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, True, False, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, False, True, False, False, False, True, False, True, False, True, True, False, False, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, False, True, False, False, False, False, True, False, True, False]",1036,1425,0.19336867332458496
"[False, False, False, False, True, True, True, True, False, True, True, False, False, True, False, True, True, True, True, False, True, False, False, True, True, True, True, False, True, False, True, True, True, False, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False, True, True, False, True, True, False, False, True, False, True, False, True, True, False, True, False, False, True, True, False, False, True, True, False, True, False, False, False, False, True, True, True, True, False, False, False, True, True, True, False, True, True, False, False, False, False, False, True, True, False, False, True, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, False, True, False, True, False, True, True, True, False, True, True, True, True, True, False, False, True, True, True, False, True, False, False, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, False, True, False, True, False, False, False, False, False, True, True, True, True, True, True, False, False, True, True, False, True, True, True, True, False, False, False, True, True, True, False, True, False, True, False, False, False, True, True, False, False, True, True, False, True, False, False, False, True, False, False, False, True, True, False, True, True, True, True, False, False, True, False, False, True, False, False, False, False, False, True, True, False, True, False, False, False, True, False, True, True, True, False, True, False, True, False, False, False, False, True, True]",1045,1225,0.16169309616088867
"[False, False, True, True, True, True, True, True, False, True, True, False, False, False, False, True, True, True, False, True, True, False, False, False, True, True, True, True, True, False, False, True, True, False, False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, True, False, False, True, False, False, True, False, True, False, False, False, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, False, True, True, False, True, True, False, False, False, False, False, True, True, False, False, True, False, False, False, False, False, True, False, False, True, False, False, True, True, False, True, True, True, False, False, True, True, False, False, False, False, False, False, False, False, True, False, True, False, True, True, False, False, False, False, True, True, False, True, True, True, True, True, True, False, False, False, False, False, False, True, False, False, True, True, True, True, False, True, True, True, False, False, True, False, True, False, True, True, False, False, False, True, False, False, False, True, True, False, True, False, True, False, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, False, False, True, False, True, True, False, True, False, False, False, False, True, True, False, False, True, True, False, False, True, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, False, False, False, False, False, True, False]",1049,1098,0.14933037757873535
"[True, False, True, False, True, False, True, False, True, True, True, False, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, False, False, True, True, True, True, True, True, False, False, True, True, True, True, False, True, False, True, True, True, False, False, True, True, True, True, True, False, True, False, False, False, True, False, True, True, False, True, True, False, False, False, False, True, True, True, False, True, False, False, False, False, False, True, True, True, False, False, False, True, False, True, False, True, True, False, False, False, False, False, False, False, False, False, True, True, False, True, True, False, False, True, False, True, True, False, False, False, True, False, False, False, True, False, False, True, False, False, True, False, False, False, False, False, False, True, False, True, True, True, True, True, False, False, False, True, True, True, True, False, False, False, False, True, False, False, True, False, True, False, True, True, False, True, True, False, False, True, True, True, False, False, True, True, False, False, True, False, False, True, False, False, True, True, True, True, False, False, True, True, False, False, True, False, True, True, False, True, False, False, False, False, False, True, True, True, False, False, True, True, True, True, True, True, False, True, True, False, False, False, True, False, False, True, False, True, True, False, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, True, False, False, False, False, False, True, True]",1040,1338,0.18290972709655762
"[True, True, True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, False, False, True, True, False, False, False, False, True, True, False, False, True, True, False, False, False, True, True, True, True, True, True, True, False, True, False, False, False, True, True, False, False, False, True, True, False, True, True, True, False, True, True, True, True, False, True, False, True, True, False, False, True, True, True, False, True, False, True, False, False, False, False, True, True, True, True, False, True, False, True, False, True, True, True, False, True, True, False, False, False, False, True, True, False, True, False, True, True, True, False, False, False, True, True, True, False, False, False, True, False, False, True, True, False, False, True, True, True, False, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, True, False, True, True, True, False, False, False, True, True, True, False, True, False, True, False, True, False, False, True, True, True, False, False, False, True, True, False, True, True, True, False, True, False, False, False, False, True, False, False, True, True, True, True, True, True, False, True, True, False, True, False, False, True, False, False, False, True, False, True, False, True, False, True, False, False, True, False, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, True, False, False, True, False, True, False, False, True, False, True, True, True, False, True, True, True, False, True, False, True, True, False, False]",1046,1399,0.18837952613830566
"[False, False, True, True, True, False, True, False, True, False, True, False, False, True, True, True, True, False, True, True, False, True, False, False, False, False, True, True, True, True, False, True, True, True, False, True, True, False, True, True, True, False, True, False, True, False, True, True, True, False, True, True, True, False, False, True, True, True, False, True, True, False, False, False, True, True, False, True, True, False, False, False, True, True, False, True, False, False, True, False, True, True, False, False, False, True, False, True, True, True, True, False, False, False, False, False, True, True, False, True, False, True, True, True, True, True, True, False, True, False, False, True, True, False, False, True, True, False, False, True, False, False, False, True, False, True, True, False, False, False, True, False, False, False, True, False, True, False, True, False, True, False, True, False, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False, False, False, True, False, True, True, False, False, True, True, False, True, False, True, True, False, True, False, False, True, True, True, True, True, True, False, False, False, True, True, False, True, False, True, True, False, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, False, False, True, True, True, True, True, True, False, False, False, False, True, True, True, False]",1049,1319,0.17243361473083496
"[True, False, True, False, True, True, False, False, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, False, True, False, True, True, False, False, True, False, False, True, True, True, True, False, True, False, True, False, True, False, True, True, True, False, True, False, False, True, True, False, True, True, True, True, False, True, True, True, False, True, False, True, False, False, False, True, True, True, False, True, False, False, False, True, False, False, True, True, True, True, True, True, False, True, False, True, False, False, True, True, False, False, False, True, True, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, True, True, False, False, True, False, True, True, False, True, True, False, True, True, True, False, True, True, True, True, False, True, True, True, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, True, True, True, True, False, True, False, False, True, True, False, False, False, False, False, False, True, False, False, False, True, True, True, False, True, False, False, True, False, False, False, True, True, False, True, True, True, True, False, False, True, True, True, False, False, True, True, False, False, False, False, False, False, False, True, True, False, False, False, False, True, True, False, False, False, False, False, False, False, True, True, True, False, False, True, False, False, True, True, False, True, False, True, True, True, False, False, False, False, False, False]",1036,1320,0.1759192943572998
"[False, False, True, False, False, True, False, True, True, False, True, False, True, True, False, True, False, True, True, False, False, False, False, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, False, False, True, False, False, True, True, True, True, True, False, False, False, True, True, True, False, True, False, False, True, False, True, False, False, True, True, True, True, False, True, False, False, True, False, True, True, False, False, True, True, False, True, False, True, True, False, True, False, False, False, True, False, True, False, True, True, True, False, True, True, False, False, False, True, True, True, False, True, True, True, True, True, False, True, True, True, False, True, False, False, False, True, False, False, True, True, False, False, False, False, True, False, True, True, True, False, False, True, False, False, True, False, False, True, False, False, False, True, False, True, True, False, True, False, True, True, False, True, True, False, False, False, True, True, True, False, True, False, False, True, False, False, False, False, True, True, True, False, True, False, True, False, True, False, False, False, True, True, False, False, False, False, False, False, True, False, True, False, True, True, True, False, False, True, True, True, True, False, False, True, True, True, True, False, True, True, False, True, False, True, True, False, False, True, True, False, False, False, True, False, False, True, False, True, True, True, True, False, False, True, True, False, False, False, True, False]",1041,1524,0.20952081680297852
"[False, False, False, True, False, True, True, True, True, True, True, True, False, True, True, True, False, False, False, True, True, False, False, False, True, True, False, True, False, False, True, True, False, False, True, True, True, False, True, False, True, False, False, False, True, False, True, True, False, False, False, True, True, False, True, False, False, False, False, False, True, True, False, True, True, True, False, False, False, False, True, True, False, True, True, True, False, False, False, False, False, True, True, False, False, False, False, False, True, True, True, False, True, True, False, False, False, True, True, True, True, False, True, True, False, True, True, False, False, True, True, True, False, False, False, False, True, False, False, True, False, True, False, True, False, True, False, False, False, True, False, True, True, True, True, False, True, False, True, False, True, False, True, False, False, False, True, True, False, False, True, False, False, True, True, False, True, False, False, True, True, True, True, True, True, True, False, False, True, True, False, True, True, True, True, False, True, False, False, False, True, True, True, False, False, True, True, False, True, False, True, False, False, True, False, False, True, False, True, False, True, True, True, True, True, True, True, False, True, False, False, False, True, True, True, False, False, True, True, True, True, True, True, False, True, False, False, False, False, True, True, True, True, True, True, False, False, False, True, True, True, False, True, True, True, False, False, False, False, False]",1044,1313,0.173384428024292
"[False, False, False, False, False, True, True, False, False, False, True, False, False, False, True, False, True, True, True, False, True, False, False, False, True, True, True, False, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, False, False, True, True, False, True, False, False, True, False, True, True, True, False, False, False, True, False, True, True, False, True, True, True, False, False, False, True, False, False, True, True, False, True, False, False, True, True, True, False, False, True, True, True, True, True, True, True, True, False, False, False, True, True, False, False, False, True, True, False, False, True, False, True, False, False, True, False, False, True, False, False, True, False, False, False, False, True, False, True, False, True, False, True, False, False, False, True, True, True, False, False, True, True, True, False, True, True, True, True, True, True, False, True, True, True, False, False, True, True, True, False, False, True, False, True, False, True, True, True, False, True, False, True, True, False, True, True, True, False, True, False, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, False, True, True, True, False, False, False, False, True, True, False, True, False, False, True, False, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, True, False, False, False, True, True, False, False, False, False, False, True, False, False, True, True, True, True, False, False, False, False, False, True]",1043,1579,0.21083474159240723
"[True, True, True, False, True, True, False, False, True, True, False, True, True, False, True, True, True, True, True, True, True, False, False, False, True, True, True, True, False, False, False, True, True, False, True, True, True, False, True, True, True, False, True, False, False, True, True, True, True, False, False, False, True, False, True, True, True, False, True, True, True, False, True, True, False, True, False, True, False, False, True, True, True, True, False, False, False, False, True, False, True, False, True, True, False, True, True, False, True, False, True, False, False, True, True, False, False, True, True, True, True, True, False, True, False, True, True, True, False, False, False, True, True, False, False, False, True, True, True, True, False, True, True, True, True, True, False, False, False, True, True, True, True, True, False, True, True, True, True, False, False, True, False, False, True, False, True, False, False, False, False, True, False, False, True, True, False, False, True, True, True, False, True, True, True, False, False, False, True, False, False, False, False, True, True, True, False, False, False, False, False, True, False, False, True, False, True, False, False, False, True, True, True, True, False, True, True, False, True, True, False, False, False, False, True, False, True, False, False, False, True, True, False, False, True, False, True, False, True, True, False, True, False, True, True, False, False, False, False, False, True, False, False, True, True, False, True, True, True, True, False, True, False, False, False, False, False, False, True, False]",1047,1376,0.18540477752685547
"[True, False, True, False, True, True, False, False, True, True, True, True, False, False, False, True, False, False, False, True, True, False, False, True, False, True, False, True, False, False, False, False, False, True, False, True, True, True, True, False, True, False, True, False, False, False, True, True, False, True, True, True, False, True, True, True, True, False, True, True, True, False, False, True, False, False, False, True, False, False, True, True, True, False, True, False, False, False, False, False, True, False, True, True, False, True, True, True, True, True, True, False, False, True, True, False, False, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, True, False, False, False, True, True, False, True, False, False, False, False, True, True, True, False, False, True, False, False, False, False, False, False, True, False, True, False, True, False, False, False, True, True, True, True, False, False, True, True, False, False, False, False, True, False, True, False, False, True, True, True, True, False, False, False, True, True, False, False, False, True, True, True, False, False, False, True, True, True, False, True, True, False, True, False, False, False, True, True, True, True, True, True, False, False, False, False, False, True, False, True, True, True, False, False, False, True, False, True, False, True, False, False, False, True, True, False, True, True, False, False, True, True, True, False, False, False, False, False, True, True, True, False, False, False, True, True, True, True, False, True, True, True, False, True, False, False]",1041,1324,0.18041348457336426
"[False, False, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, False, True, True, True, False, False, True, True, True, True, True, True, False, True, True, True, False, False, True, True, False, True, False, False, False, False, False, False, True, True, False, False, False, False, False, True, True, True, True, True, False, True, True, False, False, False, False, True, False, False, True, True, True, True, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, True, True, False, True, False, False, False, False, True, False, False, False, True, True, False, False, False, True, True, False, False, True, True, False, False, False, False, False, False, True, False, False, True, True, True, False, False, True, True, False, False, False, False, False, True, False, False, True, False, True, False, True, True, True, False, True, True, True, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, False, True, True, True, False, True, True, True, True, True, False, False, False, True, False, True, True, False, True, True, True, False, False, True, True, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, False, True, False, True, True, True, True, True, False, True, False, True, False, True, False, True, False, False, False, True, False, False, True, True, True, True, True, True, False, False, False, False, True, False, True, False, True]",1045,2028,0.27502870559692383
"[True, False, False, True, True, False, False, False, True, False, False, False, True, False, True, True, True, True, True, True, False, False, False, True, True, False, True, False, False, True, False, True, True, False, False, True, True, True, True, True, True, False, False, False, False, True, True, False, False, True, True, True, True, False, True, False, False, True, False, True, False, False, False, True, False, False, False, True, False, False, False, True, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False, True, False, False, False, False, False, True, True, True, True, True, True, True, False, False, True, True, True, True, True, False, True, False, True, False, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, True, False, False, False, True, False, False, False, True, True, True, True, False, True, False, False, False, False, True, False, True, False, True, False, True, False, True, True, False, False, False, False, False, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, False, True, True, False, False, False, False, False, True, False, False, False, True, False, False, False, False, True, True, False, False, False, True, False, True, True, True, False, False, True, False, False, True, True, False, True, False, False, True, True, True, False, True, False, True, False, False, False, True, False, True, False, True, True, True, False, False, True, True, True, False, False, False, True, False, False]",1042,1196,0.1594860553741455
